UID,ANTENNA,BAND,BB,CALDATA_ID,FREQMIN,FREQMAX,TIME,trec_X,trec_Y,tsys_X,tsys_Y,sbgain_X,sbgain_Y
uid://A002/Xa2300a/Xa8a,DA54,ALMA_RB_06,BB_2,CalData_3,220.2744262829,220.2744262829,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.975787,0.98684883
uid://A002/Xa2300a/Xa8a,DA64,ALMA_RB_06,BB_1,CalData_3,218.46885328975,218.46885328975,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9760017,0.98597527
uid://A002/Xa2300a/Xa8a,DA64,ALMA_RB_06,BB_2,CalData_3,220.2744262829,220.2744262829,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9761396,0.973172
uid://A002/Xa2300a/Xa8a,DV13,ALMA_RB_06,BB_3,CalData_3,233.76355707110002,233.76355707110002,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.98593366,0.9524747
uid://A002/Xa2300a/Xa8a,DV13,ALMA_RB_06,BB_4,CalData_3,235.44835328975,235.44835328975,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9858594,0.95689833
uid://A002/Xa2300a/Xa8a,DA44,ALMA_RB_06,BB_3,CalData_3,233.76355707110002,233.76355707110002,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.98651904,0.96162295
uid://A002/Xa2300a/Xa8a,DA44,ALMA_RB_06,BB_4,CalData_3,235.44835328975,235.44835328975,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9760776,0.9750532
uid://A002/Xa2300a/Xa8a,DA54,ALMA_RB_06,BB_3,CalData_3,233.76355707110002,233.76355707110002,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9460956,0.9820211
uid://A002/Xa2300a/Xa8a,DA54,ALMA_RB_06,BB_4,CalData_3,235.44835328975,235.44835328975,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9433197,0.96065545
uid://A002/Xa2300a/Xa8a,DA64,ALMA_RB_06,BB_3,CalData_3,233.76355707110002,233.76355707110002,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9813785,0.98375523
uid://A002/Xa2300a/Xa8a,DA64,ALMA_RB_06,BB_4,CalData_3,235.44835328975,235.44835328975,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.98822284,0.9917516
uid://A002/Xa2300a/Xa8a,DV14,ALMA_RB_06,BB_1,CalData_3,218.46885328975,218.46885328975,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9839315,0.9756623
uid://A002/Xa2300a/Xa8a,DV14,ALMA_RB_06,BB_2,CalData_3,220.2744262829,220.2744262829,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.98454297,0.99004567
uid://A002/Xa2300a/Xa8a,DA45,ALMA_RB_06,BB_1,CalData_3,218.46885328975,218.46885328975,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9667395,0.9766549
uid://A002/Xa2300a/Xa8a,DA45,ALMA_RB_06,BB_2,CalData_3,220.2744262829,220.2744262829,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9651019,0.98331946
uid://A002/Xa2300a/Xa8a,DA55,ALMA_RB_06,BB_1,CalData_3,218.46885328975,218.46885328975,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.98368484,0.9789803
uid://A002/Xa2300a/Xa8a,DA55,ALMA_RB_06,BB_2,CalData_3,220.2744262829,220.2744262829,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9633026,0.9734745
uid://A002/Xa2300a/Xa8a,DV01,ALMA_RB_06,BB_1,CalData_3,218.46885328975,218.46885328975,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.98718596,0.9897846
uid://A002/Xa2300a/Xa8a,DV01,ALMA_RB_06,BB_2,CalData_3,220.2744262829,220.2744262829,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.98247725,0.9932946
uid://A002/Xa2300a/Xa8a,DV14,ALMA_RB_06,BB_3,CalData_3,233.76355707110002,233.76355707110002,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.96199876,0.982737
uid://A002/Xa2300a/Xa8a,DV14,ALMA_RB_06,BB_4,CalData_3,235.44835328975,235.44835328975,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9737044,0.9859498
uid://A002/Xa2300a/Xa8a,DA45,ALMA_RB_06,BB_3,CalData_3,233.76355707110002,233.76355707110002,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9598503,0.95410943
uid://A002/Xa2300a/Xa8a,DA45,ALMA_RB_06,BB_4,CalData_3,235.44835328975,235.44835328975,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.97010916,0.9554973
uid://A002/Xa2300a/Xa8a,DA55,ALMA_RB_06,BB_3,CalData_3,233.76355707110002,233.76355707110002,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9420533,0.98199135
uid://A002/Xa2300a/Xa8a,DA55,ALMA_RB_06,BB_4,CalData_3,235.44835328975,235.44835328975,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.93635386,0.9937794
uid://A002/Xa2300a/Xa8a,DV01,ALMA_RB_06,BB_3,CalData_3,233.76355707110002,233.76355707110002,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9929169,0.9712707
uid://A002/Xa2300a/Xa8a,DV01,ALMA_RB_06,BB_4,CalData_3,235.44835328975,235.44835328975,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.98540807,0.9594241
uid://A002/Xa2300a/Xa8a,DV15,ALMA_RB_06,BB_1,CalData_3,218.46885328975,218.46885328975,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.93787473,0.61469686
uid://A002/Xa2300a/Xa8a,DV15,ALMA_RB_06,BB_2,CalData_3,220.2744262829,220.2744262829,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.93691075,0.62668544
uid://A002/Xa2300a/Xa8a,DA47,ALMA_RB_06,BB_1,CalData_3,218.46885328975,218.46885328975,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.97887176,0.9782669
uid://A002/Xa2300a/Xa8a,DA47,ALMA_RB_06,BB_2,CalData_3,220.2744262829,220.2744262829,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9891034,0.9854393
uid://A002/Xa2300a/Xa8a,DA57,ALMA_RB_06,BB_1,CalData_3,218.46885328975,218.46885328975,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9861769,0.98482823
uid://A002/Xa2300a/Xa8a,DA57,ALMA_RB_06,BB_2,CalData_3,220.2744262829,220.2744262829,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9871029,0.98506534
uid://A002/Xa2300a/Xa8a,DV05,ALMA_RB_06,BB_1,CalData_3,218.46885328975,218.46885328975,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.9524347,0.98453087
uid://A002/Xa2300a/Xa8a,DV05,ALMA_RB_06,BB_2,CalData_3,220.2744262829,220.2744262829,2015-06-04 02:08:17.579001,0.0,0.0,0.0,0.0,0.96724796,0.9856465
