fieldRef,SB_UID,solarSystem,sourcename,name,RA,DEC,isQuery,intendedUse,qRA,qDEC,use,search_radius,rad_unit,ephemeris,pointings,isMosaic,arraySB,paramRef
X1728350568,uid://A002/X6b0cc1/X49,Unspecified,Arp220,Primary:,233.73862916666667,23.50291111111111,False,,,,,,,,1,False,TWELVE-M,X1026137171
