UID,ANTENNA,BAND,TIME,CALDATA_ID,FREQ_MEAN,AZ,EL,REL_OFF_X,REL_OFF_Y,ABS_OFF_X,ABS_OFF_Y,ERR_X,ERR_Y,BW_X,BW_Y
uid://A002/Xa2300a/X58,DA49,ALMA_RB_03,2015-06-03 23:28:03.504001,CalData_1,102971137500.0,48.139543348576325,65.58682206760027,-1.1629011743346642,2.8404488179148384,224.39308135608445,644.7571200862386,0.07561728387051961,0.0753102596811094,57.24559916109396,57.24559916109396
uid://A002/Xa2300a/X58,DA50,ALMA_RB_03,2015-06-03 23:28:03.504001,CalData_1,102971137500.0,48.13532811545597,65.58644762730134,-0.09504127948286235,0.8703467905118216,-1.2733316610024883,418.76596918729757,0.22511852279321443,0.22502257375881968,57.24559916109396,57.24559916109396
uid://A002/Xa2300a/X58,DA51,ALMA_RB_03,2015-06-03 23:28:03.504001,CalData_1,102971137500.0,48.138224036398896,65.58928435259308,1.8485421296228428,-3.9531248414310887,-93.93612670979135,503.46003164745656,0.03602698500459729,0.035764946581821104,57.24559916109396,57.24559916109396
uid://A002/Xa2300a/X58,DA52,ALMA_RB_03,2015-06-03 23:28:03.504001,CalData_1,102971137500.0,48.13773787784735,65.58669884546747,-0.3087918924633924,1.1467545072131549,177.23525876122633,616.460295722286,0.059026912635575746,0.058982838968196755,57.24559916109396,57.24559916109396
uid://A002/Xa2300a/X58,DA42,ALMA_RB_03,2015-06-03 23:28:03.504001,CalData_1,102971137500.0,48.13320281437334,65.58807628895973,2.2256335522617046,-1.4129021297329845,-167.70228138480812,839.7823879678692,0.05134195017903565,0.05143661669950614,57.24559916109396,57.24559916109396
uid://A002/Xa2300a/X58,DA43,ALMA_RB_03,2015-06-03 23:28:03.504001,CalData_1,102971137500.0,48.13313657518474,65.58598005083829,0.033623814237595126,1.4892622625921959,-57.17013801787493,340.93246934300277,0.08498860771363764,0.08487412025510521,57.24559916109396,57.24559916109396
uid://A002/Xa2300a/X58,DA44,ALMA_RB_03,2015-06-03 23:28:03.504001,CalData_1,102971137500.0,48.14079421814476,65.58638587311323,0.2221807760685144,0.47843862375580737,20.64980656275909,367.00169649997775,0.07186956909265868,0.07186177565151083,57.24559916109396,57.24559916109396
uid://A002/Xa2300a/X58,DA45,ALMA_RB_03,2015-06-03 23:28:03.504001,CalData_1,102971137500.0,48.13886909213086,65.5865821854627,-0.8220815794940668,0.2813369132900461,334.9877463094247,473.20499225231714,0.07309249939027328,0.0730960879598884,57.24559916109396,57.24559916109396
uid://A002/Xa2300a/X58,DA47,ALMA_RB_03,2015-06-03 23:28:03.504001,CalData_1,102971137500.0,48.13491418348035,65.5873739891037,0.5375816300882631,1.6369156366633077,97.15576433392062,337.08514865798,0.09551905995095702,0.09537974007514409,57.24559916109396,57.24559916109396
uid://A002/Xa2300a/X58,DV05,ALMA_RB_03,2015-06-03 23:28:03.504001,CalData_1,102971137500.0,48.13712639905606,65.58572282793139,0.7951551310357553,-0.4929055762167571,-114.59098917079895,292.39452861227784,0.07383612884150807,0.07385566292556603,57.24559916109396,57.24559916109396
