SE_EB_UID,START_TIME,NUM_SCAN,SE_STATUS,SE_SB_ID,SE_SB_CODE,SE_PROJECT_CODE,SE_ARRAYNAME,SE_ARRAYFAMILY,SE_CORRELATORTYPE,SE_ID_y,SE_SUBJECT
uid://A002/Xa2300a/Xa8a,2015-06-04 02:05:01.030000,14,SUCCESS,uid://A002/X6b0cc1/X49,Arp220_B6_low_5,2012.1.00453.S,Array004,12 [m],BL,788468,StandardInterferometry.py NumPhaseCal=1 NumAmplitudeCal=1 NumBandpassCal=1 NumFocusCal=1 NumPointingCal=1 ElLimit=20.0 MaxPointingSeparation=25.0 SourceCycleTime=0
