UID,START_TIME,CALDATA_ID,ANTENNA,BAND,FREQ_MIN,FREQ_MAX,AZ,EL,OFF_X,ERR_X,OFF_Y,ERR_Y,OFF_Z,ERR_Z,TEMP
uid://A002/Xa2300a/X113,2015-06-03 23:56:19.392000,CalData_7,DV05,ALMA_RB_06,220623937500.0,240405187500.1,33.03368796990936,69.81270723304965,0.0,0.0,0.0,0.0,-0.00014224292019785454,6.856500725914566e-06,271.543609619
uid://A002/Xa2300a/X113,2015-06-03 23:56:19.392000,CalData_7,DV07,ALMA_RB_06,220623937500.0,240405187500.1,33.25674854115732,69.74514951006849,0.0,0.0,0.0,0.0,-0.00013145036779631852,6.319616765141168e-06,271.543609619
uid://A002/Xa2300a/X113,2015-06-03 23:56:19.392000,CalData_7,DA54,ALMA_RB_06,220623937500.0,240405187500.1,33.15336292296072,69.92039220831734,0.0,0.0,0.0,0.0,-8.34792379190315e-06,5.979023720515475e-06,271.543609619
uid://A002/Xa2300a/X113,2015-06-03 23:56:19.392000,CalData_7,DA55,ALMA_RB_06,220623937500.0,240405187500.1,33.089300775726855,69.9027236361327,0.0,0.0,0.0,0.0,-2.3924074317044245e-05,6.481944788584089e-06,271.543609619
uid://A002/Xa2300a/X113,2015-06-03 23:56:19.392000,CalData_7,DV24,ALMA_RB_06,220623937500.0,240405187500.1,33.0531587344906,69.80421677703319,0.0,0.0,0.0,0.0,-0.00012139598492864288,6.803404341658066e-06,271.543609619
uid://A002/Xa2300a/X113,2015-06-03 23:56:19.392000,CalData_7,DV25,ALMA_RB_06,220623937500.0,240405187500.1,33.2059390782929,69.80309434603002,0.0,0.0,0.0,0.0,-6.218548172041528e-05,5.994590066398237e-06,271.543609619
uid://A002/Xa2300a/X113,2015-06-03 23:56:19.392000,CalData_7,DV14,ALMA_RB_06,220623937500.0,240405187500.1,33.287817024652966,69.77703056519724,0.0,0.0,0.0,0.0,-0.0001290479329051747,6.415860101903864e-06,271.543609619
uid://A002/Xa2300a/X113,2015-06-03 23:56:19.392000,CalData_7,DV15,ALMA_RB_06,220623937500.0,240405187500.1,33.016277121512296,69.84068114576009,0.0,0.0,0.0,0.0,-0.0001953997013324886,6.0768179926615175e-06,271.543609619
uid://A002/Xa2300a/X113,2015-06-03 23:56:19.392000,CalData_7,DV16,ALMA_RB_06,220623937500.0,240405187500.1,33.238156979582854,69.65711681821617,0.0,0.0,0.0,0.0,-0.00011535549352703658,6.075779100721143e-06,271.543609619
uid://A002/Xa2300a/X113,2015-06-03 23:56:19.392000,CalData_7,DV17,ALMA_RB_06,220623937500.0,240405187500.1,33.277729619799814,69.69735123301882,0.0,0.0,0.0,0.0,-0.00012533137516665944,6.633930175862263e-06,271.543609619
uid://A002/Xa2300a/X113,2015-06-03 23:56:19.392000,CalData_7,DV18,ALMA_RB_06,220623937500.0,240405187500.1,33.20173307078608,69.78395364306091,0.0,0.0,0.0,0.0,-8.447087720085233e-05,6.413400927378639e-06,271.543609619
uid://A002/Xa2300a/X113,2015-06-03 23:56:19.392000,CalData_7,DV19,ALMA_RB_06,220623937500.0,240405187500.1,33.06863947052688,69.76087754119631,0.0,0.0,0.0,0.0,-0.00012959419544018614,6.738830011138423e-06,271.543609619
uid://A002/Xa2300a/X113,2015-06-03 23:56:19.392000,CalData_7,DV20,ALMA_RB_06,220623937500.0,240405187500.1,33.11482659917806,69.78868075684778,0.0,0.0,0.0,0.0,-8.152512383396935e-05,6.510926454428331e-06,271.543609619
uid://A002/Xa2300a/X113,2015-06-03 23:56:19.392000,CalData_7,DV21,ALMA_RB_06,220623937500.0,240405187500.1,33.112122327925505,69.776096151337,0.0,0.0,0.0,0.0,-9.389167473545063e-05,6.572768237471295e-06,271.543609619
uid://A002/Xa2300a/X113,2015-06-03 23:56:19.392000,CalData_7,DV22,ALMA_RB_06,220623937500.0,240405187500.1,33.35893827074507,69.73444072186757,0.0,0.0,0.0,0.0,-0.00014393309121353757,6.65091892008741e-06,271.543609619
uid://A002/Xa2300a/X113,2015-06-03 23:56:19.392000,CalData_7,DV23,ALMA_RB_06,220623937500.0,240405187500.1,33.05188248255509,69.75969429742221,0.0,0.0,0.0,0.0,-0.00015480053666229625,6.813499395404259e-06,271.543609619
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DA42,ALMA_RB_07,282080512500.0,297861762500.0,-47.92194036126626,65.80018402231043,0.0,0.0,0.0,0.0,-3.397796715662073e-05,4.644819234882295e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DA43,ALMA_RB_07,282080512500.0,297861762500.0,-47.82004933684599,65.67175669041517,0.0,0.0,0.0,0.0,1.7871902427476434e-05,4.489232999149793e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DA44,ALMA_RB_07,282080512500.0,297861762500.0,-47.77967790237584,65.67420871280915,0.0,0.0,0.0,0.0,-1.7261029237454464e-05,4.678969942863737e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DA45,ALMA_RB_07,282080512500.0,297861762500.0,-47.571632490851904,65.70777554619703,0.0,0.0,0.0,0.0,-5.07822385055251e-05,4.53438125465521e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DA47,ALMA_RB_07,282080512500.0,297861762500.0,-47.71545648386259,65.66688464552831,0.0,0.0,0.0,0.0,-3.9864225485892826e-05,4.323674156104502e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DA49,ALMA_RB_07,282080512500.0,297861762500.0,-47.63895647471515,65.74600663316363,0.0,0.0,0.0,0.0,-6.878753562162083e-05,4.828223336126214e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DA50,ALMA_RB_07,282080512500.0,297861762500.0,-47.790438704381586,65.69079076317274,0.0,0.0,0.0,0.0,-3.686657283850562e-05,4.56677514470421e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DA51,ALMA_RB_07,282080512500.0,297861762500.0,-47.8683838289104,65.71402774082667,0.0,0.0,0.0,0.0,-4.837670650489069e-05,4.573626398380851e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DA52,ALMA_RB_07,282080512500.0,297861762500.0,-47.687493368262636,65.7441142691709,0.0,0.0,0.0,0.0,-6.049767422163799e-05,5.077272035813478e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DA53,ALMA_RB_07,282080512500.0,297861762500.0,-47.704051549431135,65.72422733950913,0.0,0.0,0.0,0.0,-2.9445904384304526e-05,4.8309282035648224e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DA54,ALMA_RB_07,282080512500.0,297861762500.0,-47.75976982979706,65.75911122426436,0.0,0.0,0.0,0.0,-4.102716116342215e-05,4.734897535324163e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DA55,ALMA_RB_07,282080512500.0,297861762500.0,-47.81234434037328,65.74655824466059,0.0,0.0,0.0,0.0,-3.4255483674913505e-05,4.9397953424174025e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DA57,ALMA_RB_07,282080512500.0,297861762500.0,-47.75807988572277,65.6760250809057,0.0,0.0,0.0,0.0,-4.5038023613733925e-05,4.858453673689508e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DA59,ALMA_RB_07,282080512500.0,297861762500.0,-47.74101510007536,65.68537109407367,0.0,0.0,0.0,0.0,-5.7192421880773504e-05,4.5630199238435564e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DV10,ALMA_RB_07,282080512500.0,297861762500.0,-48.062814854463,65.55527790201015,0.0,0.0,0.0,0.0,-2.2626129011135223e-05,5.099734143877851e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DV11,ALMA_RB_07,282080512500.0,297861762500.0,-47.84965260254559,65.54464770080118,0.0,0.0,0.0,0.0,-4.3478870721881816e-05,4.834222912421637e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DV12,ALMA_RB_07,282080512500.0,297861762500.0,-47.94977559046723,65.67316664545359,0.0,0.0,0.0,0.0,-7.919103873781427e-05,4.6859823958015035e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DV13,ALMA_RB_07,282080512500.0,297861762500.0,-47.83657943282239,65.625083491661,0.0,0.0,0.0,0.0,-6.476117472922549e-05,5.044298085914619e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DV14,ALMA_RB_07,282080512500.0,297861762500.0,-47.61755792256956,65.6189171834799,0.0,0.0,0.0,0.0,-5.132320929252789e-05,4.88327467230813e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DV15,ALMA_RB_07,282080512500.0,297861762500.0,-47.903559838440586,65.69047254682567,0.0,0.0,0.0,0.0,-3.756165720936402e-05,4.326703236143988e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DA60,ALMA_RB_07,282080512500.0,297861762500.0,-47.734067506871604,65.67466606301456,0.0,0.0,0.0,0.0,-4.673591695947198e-05,4.513665485519949e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DA61,ALMA_RB_07,282080512500.0,297861762500.0,-47.70501691793172,65.72633755089569,0.0,0.0,0.0,0.0,-2.7184052268638127e-05,4.6681307965391176e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DA62,ALMA_RB_07,282080512500.0,297861762500.0,-47.75700685407983,65.71470051568889,0.0,0.0,0.0,0.0,-1.5392400103856372e-05,4.5331848031600995e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DA63,ALMA_RB_07,282080512500.0,297861762500.0,-47.84414445545478,65.66321365982573,0.0,0.0,0.0,0.0,-3.3744023000229e-05,4.912953317969124e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DA64,ALMA_RB_07,282080512500.0,297861762500.0,-47.77788387270943,65.73421297142247,0.0,0.0,0.0,0.0,-2.7911986759255927e-05,4.880876100002753e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DV01,ALMA_RB_07,282080512500.0,297861762500.0,-47.70711298054245,65.67212172343609,0.0,0.0,0.0,0.0,-2.075664839691075e-05,4.617483808179812e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DV05,ALMA_RB_07,282080512500.0,297861762500.0,-47.879794329149206,65.65918904036708,0.0,0.0,0.0,0.0,-6.0172196196089166e-05,4.9080038306100644e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DV07,ALMA_RB_07,282080512500.0,297861762500.0,-47.63590833315844,65.58736873624662,0.0,0.0,0.0,0.0,-8.472803958819357e-05,4.467488306564136e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DV24,ALMA_RB_07,282080512500.0,297861762500.0,-47.85395898298701,65.64279251185101,0.0,0.0,0.0,0.0,-5.387939575390509e-05,4.76946666489014e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DV25,ALMA_RB_07,282080512500.0,297861762500.0,-47.68117783116816,65.64853202198974,0.0,0.0,0.0,0.0,-6.372972214277791e-05,4.775439900129078e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:54:30.288000,CalData_9,DA44,ALMA_RB_07,282080512500.0,297861762500.0,-49.33597926507702,65.04971187261604,0.0,0.0,-2.246714883529274e-05,1.774458569622253e-05,0.0,0.0,271.727508545
uid://A002/Xa2300a/X8c1,2015-06-04 01:54:30.288000,CalData_9,DA45,ALMA_RB_07,282080512500.0,297861762500.0,-49.12761022286098,65.08327862408055,0.0,0.0,-4.334582209885967e-05,1.2214368185350521e-05,0.0,0.0,271.727508545
uid://A002/Xa2300a/X8c1,2015-06-04 01:54:30.288000,CalData_9,DA47,ALMA_RB_07,282080512500.0,297861762500.0,-49.271617640347934,65.04251040414317,0.0,0.0,-2.3042134214806404e-05,1.3169370916137853e-05,0.0,0.0,271.727508545
uid://A002/Xa2300a/X8c1,2015-06-04 01:54:30.288000,CalData_9,DA49,ALMA_RB_07,282080512500.0,297861762500.0,-49.19475502435492,65.12144942589667,0.0,0.0,9.862080036456849e-06,1.6195424109052063e-05,0.0,0.0,271.727508545
uid://A002/Xa2300a/X8c1,2015-06-04 01:54:30.288000,CalData_9,DA42,ALMA_RB_07,282080512500.0,297861762500.0,-49.47719516450344,65.17554560704646,0.0,0.0,4.543433864993951e-06,1.7670997300544504e-05,0.0,0.0,271.727508545
uid://A002/Xa2300a/X8c1,2015-06-04 01:54:30.288000,CalData_9,DA43,ALMA_RB_07,282080512500.0,297861762500.0,-49.3765346100114,65.0474458836343,0.0,0.0,6.944433862390287e-05,1.3370904098457951e-05,0.0,0.0,271.727508545
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DV16,ALMA_RB_07,282080512500.0,297861762500.0,-47.65476361693809,65.4968078431022,0.0,0.0,0.0,0.0,-5.0450464876150805e-05,4.810366493908599e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DV17,ALMA_RB_07,282080512500.0,297861762500.0,-47.61457392583236,65.53844477983655,0.0,0.0,0.0,0.0,-4.487232375922205e-05,4.995244983135234e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DV18,ALMA_RB_07,282080512500.0,297861762500.0,-47.71182587364818,65.61453200991976,0.0,0.0,0.0,0.0,-3.824157747230161e-05,4.926430849393478e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DV19,ALMA_RB_07,282080512500.0,297861762500.0,-47.845841689178656,65.60403279282235,0.0,0.0,0.0,0.0,-7.684798408263975e-05,5.194549786163532e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DV20,ALMA_RB_07,282080512500.0,297861762500.0,-47.803466687937366,65.6235112860785,0.0,0.0,0.0,0.0,-1.0424209834738278e-05,4.8738947062132474e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DV21,ALMA_RB_07,282080512500.0,297861762500.0,-47.83251559183418,65.61880412629807,0.0,0.0,0.0,0.0,-4.121461792800527e-05,4.834442392921044e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DV22,ALMA_RB_07,282080512500.0,297861762500.0,-47.54066302170722,65.58037093130515,0.0,0.0,0.0,0.0,-3.040962247636302e-05,4.319176364674647e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:50:43.536000,CalData_7,DV23,ALMA_RB_07,282080512500.0,297861762500.0,-47.83108772107713,65.59321902903278,0.0,0.0,0.0,0.0,-5.8947455079849696e-05,4.998882759374022e-06,271.681213379
uid://A002/Xa2300a/X8c1,2015-06-04 01:54:30.288000,CalData_9,DA57,ALMA_RB_07,282080512500.0,297861762500.0,-49.31406853158191,65.05150943524013,0.0,0.0,4.242098666097646e-05,1.8029910436730075e-05,0.0,0.0,271.727508545
uid://A002/Xa2300a/X8c1,2015-06-04 01:54:30.288000,CalData_9,DA59,ALMA_RB_07,282080512500.0,297861762500.0,-49.296799633162415,65.06095263011635,0.0,0.0,3.941264915257038e-06,1.3311084812731706e-05,0.0,0.0,271.727508545
uid://A002/Xa2300a/X8c1,2015-06-04 01:54:30.288000,CalData_9,DA60,ALMA_RB_07,282080512500.0,297861762500.0,-49.290260375057414,65.05030047280307,0.0,0.0,-0.00023805888429957465,1.470495255668165e-05,0.0,0.0,271.727508545
uid://A002/Xa2300a/X8c1,2015-06-04 01:54:30.288000,CalData_9,DA61,ALMA_RB_07,282080512500.0,297861762500.0,-49.26196310514492,65.10180003988062,0.0,0.0,5.484700013103445e-05,1.631305206343343e-05,0.0,0.0,271.727508545
uid://A002/Xa2300a/X8c1,2015-06-04 01:54:30.288000,CalData_9,DA62,ALMA_RB_07,282080512500.0,297861762500.0,-49.313002382300745,65.09034896773541,0.0,0.0,-1.5975180914743634e-05,1.5133770016089786e-05,0.0,0.0,271.727508545
uid://A002/Xa2300a/X8c1,2015-06-04 01:54:30.288000,CalData_9,DA63,ALMA_RB_07,282080512500.0,297861762500.0,-49.39996560045964,65.03871065815838,0.0,0.0,-1.953494984136791e-06,1.7422152245027102e-05,0.0,0.0,271.727508545
uid://A002/Xa2300a/X8c1,2015-06-04 01:54:30.288000,CalData_9,DA64,ALMA_RB_07,282080512500.0,297861762500.0,-49.33393570240348,65.10979256942198,0.0,0.0,3.0710578714586597e-05,1.895544633952151e-05,0.0,0.0,271.727508545
uid://A002/Xa2300a/X8c1,2015-06-04 01:54:30.288000,CalData_9,DV01,ALMA_RB_07,282080512500.0,297861762500.0,-49.26343869924866,65.0475752222321,0.0,0.0,-4.542890808425719e-05,1.769587914083359e-05,0.0,0.0,271.727508545
uid://A002/Xa2300a/X8c1,2015-06-04 01:54:30.288000,CalData_9,DA50,ALMA_RB_07,282080512500.0,297861762500.0,-49.346800062138314,65.06636107648035,0.0,0.0,-1.0743040055772945e-05,1.5742384195427387e-05,0.0,0.0,271.727508545
uid://A002/Xa2300a/X8c1,2015-06-04 01:54:30.288000,CalData_9,DA51,ALMA_RB_07,282080512500.0,297861762500.0,-49.42481454971145,65.08945226866336,0.0,0.0,2.35813220902487e-06,1.5692121423329807e-05,0.0,0.0,271.727508545
uid://A002/Xa2300a/X8c1,2015-06-04 01:54:30.288000,CalData_9,DA52,ALMA_RB_07,282080512500.0,297861762500.0,-49.24359673276445,65.11955770347159,0.0,0.0,-9.335841030185972e-06,1.8684024234327994e-05,0.0,0.0,271.727508545
uid://A002/Xa2300a/X8c1,2015-06-04 01:54:30.288000,CalData_9,DA53,ALMA_RB_07,282080512500.0,297861762500.0,-49.259579391318134,65.09971094065303,0.0,0.0,0.00015608303870757464,1.8169769399205495e-05,0.0,0.0,271.727508545
uid://A002/Xa2300a/X8c1,2015-06-04 01:54:30.288000,CalData_9,DA54,ALMA_RB_07,282080512500.0,297861762500.0,-49.315345497177496,65.13447800238245,0.0,0.0,-7.998348159246954e-05,1.4421546902853725e-05,0.0,0.0,271.727508545
uid://A002/Xa2300a/X8c1,2015-06-04 01:54:30.288000,CalData_9,DA55,ALMA_RB_07,282080512500.0,297861762500.0,-49.368716846322805,65.1220985347152,0.0,0.0,4.193066385484525e-06,1.6152750532041132e-05,0.0,0.0,271.727508545
uid://A002/Xa2300a/X8c1,2015-06-04 01:54:30.288000,CalData_9,DV18,ALMA_RB_07,282080512500.0,297861762500.0,-49.267541032606346,64.98981410588513,0.0,0.0,-7.333634905242687e-05,1.8673393925814774e-05,0.0,0.0,271.727508545
uid://A002/Xa2300a/X8c1,2015-06-04 01:54:30.288000,CalData_9,DV19,ALMA_RB_07,282080512500.0,297861762500.0,-49.40200998599667,64.97947937421861,0.0,0.0,1.4320815281279563e-05,1.805274462927362e-05,0.0,0.0,271.727508545
uid://A002/Xa2300a/X8c1,2015-06-04 01:54:30.288000,CalData_9,DV20,ALMA_RB_07,282080512500.0,297861762500.0,-49.360099252433336,64.9988515087412,0.0,0.0,4.6309447516799497e-05,1.7460665508254498e-05,0.0,0.0,271.727508545
uid://A002/Xa2300a/X8c1,2015-06-04 01:54:30.288000,CalData_9,DV21,ALMA_RB_07,282080512500.0,297861762500.0,-49.39026066406594,64.99415950953181,0.0,0.0,-9.060613076949844e-05,1.7645081468423605e-05,0.0,0.0,271.727508545
uid://A002/Xa2300a/X8c1,2015-06-04 01:54:30.288000,CalData_9,DV22,ALMA_RB_07,282080512500.0,297861762500.0,-49.098410559753304,64.95599680959144,0.0,0.0,-3.567432033204738e-05,1.8632871552412577e-05,0.0,0.0,271.727508545
uid://A002/Xa2300a/X8c1,2015-06-04 01:54:30.288000,CalData_9,DV23,ALMA_RB_07,282080512500.0,297861762500.0,-49.38684833886104,64.96868989969718,0.0,0.0,-2.6228339358351865e-05,1.7932852836351914e-05,0.0,0.0,271.727508545
uid://A002/Xa2300a/X8c1,2015-06-04 01:54:30.288000,CalData_9,DV05,ALMA_RB_07,282080512500.0,297861762500.0,-49.43680352867184,65.03471724020241,0.0,0.0,-3.467445435573896e-05,1.79334375541441e-05,0.0,0.0,271.727508545
uid://A002/Xa2300a/X8c1,2015-06-04 01:54:30.288000,CalData_9,DV07,ALMA_RB_07,282080512500.0,297861762500.0,-49.19138600642248,64.96287083894815,0.0,0.0,-3.0476331853325985e-05,1.5599102724286784e-05,0.0,0.0,271.727508545
uid://A002/Xa2300a/X8c1,2015-06-04 01:54:30.288000,CalData_9,DV10,ALMA_RB_07,282080512500.0,297861762500.0,-49.61775181992274,64.93076986765863,0.0,0.0,4.7064180027256776e-05,2.745419580240197e-05,0.0,0.0,271.727508545
uid://A002/Xa2300a/X8c1,2015-06-04 01:54:30.288000,CalData_9,DV11,ALMA_RB_07,282080512500.0,297861762500.0,-49.40652818347318,64.92051943440448,0.0,0.0,-1.413129283053621e-05,1.695350143505883e-05,0.0,0.0,271.727508545
