UID,ANTENNA,CALDATA_ID,PWV,START_TIME
uid://A002/Xa2300a/Xa8a,DV17,CalData_0,0.00143936178293,2015-06-04 02:05:06.584000
uid://A002/Xa2300a/Xa8a,DV13,CalData_0,0.00146911162548,2015-06-04 02:05:06.584000
uid://A002/Xa2300a/Xa8a,DV12,CalData_0,0.00143396645884,2015-06-04 02:05:06.584000
uid://A002/Xa2300a/Xa8a,DV11,CalData_0,0.00141397370114,2015-06-04 02:05:06.584000
uid://A002/Xa2300a/Xa8a,DV10,CalData_0,0.00144236782228,2015-06-04 02:05:06.584000
uid://A002/Xa2300a/Xa8a,DV18,CalData_0,0.00145863215983,2015-06-04 02:05:06.584000
uid://A002/Xa2300a/Xa8a,DV19,CalData_0,0.00147169098162,2015-06-04 02:05:06.584000
uid://A002/Xa2300a/Xa8a,DV20,CalData_0,0.00137901516113,2015-06-04 02:05:06.584000
uid://A002/Xa2300a/Xa8a,DV07,CalData_0,0.00139805514903,2015-06-04 02:05:06.584000
uid://A002/Xa2300a/Xa8a,DV05,CalData_0,0.00143456368872,2015-06-04 02:05:06.584000
uid://A002/Xa2300a/Xa8a,DV01,CalData_0,0.00146657347808,2015-06-04 02:05:06.584000
uid://A002/Xa2300a/Xa8a,DA64,CalData_0,0.00143342825894,2015-06-04 02:05:06.584000
uid://A002/Xa2300a/Xa8a,DV21,CalData_0,0.00139591797857,2015-06-04 02:05:06.584000
uid://A002/Xa2300a/Xa8a,DA63,CalData_0,0.00144018798718,2015-06-04 02:05:06.584000
uid://A002/Xa2300a/Xa8a,DA44,CalData_0,0.00145123454414,2015-06-04 02:05:06.584000
uid://A002/Xa2300a/Xa8a,DA43,CalData_0,0.00140113725351,2015-06-04 02:05:06.584000
uid://A002/Xa2300a/Xa8a,DV14,CalData_0,0.00139479348861,2015-06-04 02:05:06.584000
uid://A002/Xa2300a/Xa8a,DA42,CalData_0,0.00142804943772,2015-06-04 02:05:06.584000
uid://A002/Xa2300a/Xa8a,DA59,CalData_2,0.00191476102817,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DV05,CalData_2,0.00143296125092,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DV07,CalData_2,0.00139696684888,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DA52,CalData_2,0.00148573390905,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DA51,CalData_2,0.00140313436126,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DA50,CalData_2,0.00144886139432,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DA49,CalData_2,0.00138268399662,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DA47,CalData_2,0.00146156641721,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DA64,CalData_2,0.00143664119149,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DA60,CalData_2,0.0013720084586,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DA44,CalData_2,0.00145671969093,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DV19,CalData_2,0.00147193384558,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DV20,CalData_2,0.00138471141186,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DV10,CalData_2,0.00144296970112,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DV25,CalData_2,0.00143398266266,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DV24,CalData_2,0.00143468581665,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DA43,CalData_2,0.00140407951452,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DA42,CalData_2,0.00143103788755,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DA45,CalData_2,0.00146307471584,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DA57,CalData_2,0.00141443437246,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DV01,CalData_2,0.00146665994161,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DV22,CalData_2,0.00140304040018,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DV14,CalData_2,0.00139813141587,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DA55,CalData_2,0.00142442543096,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DV18,CalData_2,0.00145904811057,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DV13,CalData_2,0.00147451370099,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DV12,CalData_2,0.00143271386484,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DV23,CalData_2,0.00145725099133,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DA53,CalData_2,0.00144360516946,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DA54,CalData_2,0.00147613419989,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DA63,CalData_2,0.00144961967606,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DA62,CalData_2,0.00145619682198,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DA61,CalData_2,0.00139575577094,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DV11,CalData_2,0.00141805674497,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DV15,CalData_2,0.00141970474187,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DV16,CalData_2,0.00144881570589,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DV17,CalData_2,0.00143997095109,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DV21,CalData_2,0.00139854933301,2015-06-04 02:08:01.561500
uid://A002/Xa2300a/Xa8a,DV01,CalData_4,0.00146527855753,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DA64,CalData_4,0.00143306837719,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DA61,CalData_4,0.00139491454401,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DA60,CalData_4,0.00137502927506,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DA62,CalData_4,0.00146272397359,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DV24,CalData_4,0.00143434067147,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DV25,CalData_4,0.00143964457909,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DA57,CalData_4,0.00141634376767,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DA59,CalData_4,0.00191784251511,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DA63,CalData_4,0.00145802521596,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DA55,CalData_4,0.00143190307346,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DV23,CalData_4,0.00146296346602,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DA51,CalData_4,0.00140210186565,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DV19,CalData_4,0.00147611101107,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DV18,CalData_4,0.00145888860728,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DV10,CalData_4,0.00144251791422,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DV07,CalData_4,0.0014008927347,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DV05,CalData_4,0.00144171313635,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DV17,CalData_4,0.00144722916139,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DV15,CalData_4,0.00142095252793,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DA50,CalData_4,0.001453438438,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DV16,CalData_4,0.00145097433723,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DV11,CalData_4,0.00142812380677,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DA45,CalData_4,0.00146507204038,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DA44,CalData_4,0.00146119921466,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DV14,CalData_4,0.00140406947055,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DA43,CalData_4,0.00141065718102,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DA42,CalData_4,0.0014337884557,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DV13,CalData_4,0.00147905031443,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DV12,CalData_4,0.00143878336236,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DA52,CalData_4,0.00148693769093,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DA53,CalData_4,0.00144979424657,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DA54,CalData_4,0.00147999172869,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DV20,CalData_4,0.0013863041016,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DV21,CalData_4,0.00140245576666,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DV22,CalData_4,0.00140890042721,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DA47,CalData_4,0.00146833760913,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DA49,CalData_4,0.00138160548692,2015-06-04 02:09:35.675000
uid://A002/Xa2300a/Xa8a,DV11,CalData_6,0.00143109616063,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DV19,CalData_6,0.00148995922151,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DV20,CalData_6,0.00139663240723,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DA61,CalData_6,0.00140692365768,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DA60,CalData_6,0.00138218132134,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DV18,CalData_6,0.00147383501755,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DA62,CalData_6,0.00147436775139,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DV16,CalData_6,0.00146667191766,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DV17,CalData_6,0.0014565662151,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DV10,CalData_6,0.00146227324192,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DV15,CalData_6,0.00143263579459,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DV14,CalData_6,0.00141989301548,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DA64,CalData_6,0.00145039890521,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DV01,CalData_6,0.00148308218839,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DV05,CalData_6,0.00145124809841,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DV07,CalData_6,0.00141454949032,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DV13,CalData_6,0.00148961726205,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DV12,CalData_6,0.00145055628236,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DA63,CalData_6,0.0014632318366,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DV21,CalData_6,0.00141581385341,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DA53,CalData_6,0.00145926423701,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DV23,CalData_6,0.00147315919254,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DV22,CalData_6,0.00141841379933,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DA47,CalData_6,0.00147804629433,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DA49,CalData_6,0.00139772478614,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DV24,CalData_6,0.00144827280275,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DA50,CalData_6,0.00146312027991,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DA52,CalData_6,0.00150146143447,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DA42,CalData_6,0.00144757220156,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DA43,CalData_6,0.00142174622908,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DA51,CalData_6,0.00142342357882,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DV25,CalData_6,0.00144766791897,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DA45,CalData_6,0.00147976929819,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DA54,CalData_6,0.00149359464899,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DA55,CalData_6,0.00143937420586,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DA57,CalData_6,0.00142861904922,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DA59,CalData_6,0.00192795808978,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DA44,CalData_6,0.00146999638598,2015-06-04 02:09:53.209500
uid://A002/Xa2300a/Xa8a,DV14,CalData_8,0.00142929861337,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DA42,CalData_8,0.00146362899942,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DV19,CalData_8,0.00150058518842,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DV18,CalData_8,0.00148796858996,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DA43,CalData_8,0.00143604381974,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DV17,CalData_8,0.00146912187289,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DV16,CalData_8,0.00148648433166,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DV13,CalData_8,0.00149064393524,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DV15,CalData_8,0.00145019079216,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DV11,CalData_8,0.00143825736801,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DV10,CalData_8,0.0014768592689,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DV07,CalData_8,0.0014256539061,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DV05,CalData_8,0.00146098598441,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DA44,CalData_8,0.00147893881658,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DV01,CalData_8,0.00150545979495,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DA64,CalData_8,0.00146382109879,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DA62,CalData_8,0.0014838572461,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DV12,CalData_8,0.00145745501121,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DA45,CalData_8,0.00149092088582,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DV22,CalData_8,0.00144186162996,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DV21,CalData_8,0.00143105269054,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DA61,CalData_8,0.00142184071272,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DA60,CalData_8,0.00139107351135,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DA59,CalData_8,0.00231504999038,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DA57,CalData_8,0.00144939529979,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DV20,CalData_8,0.00141288235494,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DA55,CalData_8,0.00145525187795,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DA54,CalData_8,0.00151793874491,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DA53,CalData_8,0.00145534716199,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DV25,CalData_8,0.0014581769791,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DA52,CalData_8,0.00151700024762,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DV24,CalData_8,0.00147003408851,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DA51,CalData_8,0.00143644662733,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DA50,CalData_8,0.00147875027989,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DA49,CalData_8,0.0014016139999,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DA47,CalData_8,0.00150209321603,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DV23,CalData_8,0.00148642870383,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DA63,CalData_8,0.00146088549217,2015-06-04 02:16:07.496501
uid://A002/Xa2300a/Xa8a,DV07,CalData_10,0.00142698977011,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DA49,CalData_10,0.0014067756848,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DV01,CalData_10,0.00150574887769,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DV05,CalData_10,0.00146023029533,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DA64,CalData_10,0.00146359027779,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DA42,CalData_10,0.00146418423804,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DV11,CalData_10,0.00144223180881,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DA44,CalData_10,0.00148344564323,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DA47,CalData_10,0.00149620316163,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DV10,CalData_10,0.00147641867875,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DV12,CalData_10,0.00145775463488,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DA45,CalData_10,0.00149011065444,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DV13,CalData_10,0.00150334803512,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DA43,CalData_10,0.0014373468077,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DA63,CalData_10,0.00145652819865,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DV20,CalData_10,0.00141838516853,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DA61,CalData_10,0.00142456877862,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DV21,CalData_10,0.00143465726889,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DV18,CalData_10,0.00148716209357,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DV17,CalData_10,0.00146761571608,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DV16,CalData_10,0.00148761526131,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DV15,CalData_10,0.00144653117815,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DV22,CalData_10,0.00143799330061,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DV19,CalData_10,0.00150004649226,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DV23,CalData_10,0.00148389848088,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DV24,CalData_10,0.0014734789222,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DV25,CalData_10,0.0014673620856,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DA50,CalData_10,0.00147265890845,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DA51,CalData_10,0.00144866087286,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DA52,CalData_10,0.00151355765988,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DA53,CalData_10,0.00145685383237,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DA54,CalData_10,0.00152508244494,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DA55,CalData_10,0.00145108014433,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DA57,CalData_10,0.0014465932074,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DA59,CalData_10,0.00221853399009,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DA60,CalData_10,0.00139715579747,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DA62,CalData_10,0.00148366388994,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DV14,CalData_10,0.00142169377032,2015-06-04 02:18:45.057500
uid://A002/Xa2300a/Xa8a,DV14,CalData_12,0.00143362868851,2015-06-04 02:18:57.804501
uid://A002/Xa2300a/Xa8a,DV18,CalData_12,0.00148761924034,2015-06-04 02:18:57.804501
uid://A002/Xa2300a/Xa8a,DA54,CalData_12,0.00151124024606,2015-06-04 02:18:57.804501
uid://A002/Xa2300a/Xa8a,DV22,CalData_12,0.00144000940135,2015-06-04 02:18:57.804501
uid://A002/Xa2300a/Xa8a,DA52,CalData_12,0.00151902462897,2015-06-04 02:18:57.804501
uid://A002/Xa2300a/Xa8a,DA51,CalData_12,0.00143541253327,2015-06-04 02:18:57.804501
uid://A002/Xa2300a/Xa8a,DA50,CalData_12,0.0014798624716,2015-06-04 02:18:57.804501
uid://A002/Xa2300a/Xa8a,DA49,CalData_12,0.00140582536497,2015-06-04 02:18:57.804501
uid://A002/Xa2300a/Xa8a,DA47,CalData_12,0.0014942201409,2015-06-04 02:18:57.804501
uid://A002/Xa2300a/Xa8a,DA45,CalData_12,0.00149370826942,2015-06-04 02:18:57.804501
uid://A002/Xa2300a/Xa8a,DA44,CalData_12,0.00148223261277,2015-06-04 02:18:57.804501
uid://A002/Xa2300a/Xa8a,DA43,CalData_12,0.00143575091438,2015-06-04 02:18:57.804501
uid://A002/Xa2300a/Xa8a,DV15,CalData_12,0.00145175888616,2015-06-04 02:18:57.804501
uid://A002/Xa2300a/Xa8a,DA42,CalData_12,0.00145367539178,2015-06-04 02:18:57.804501
uid://A002/Xa2300a/Xa8a,DV16,CalData_12,0.00147717425848,2015-06-04 02:18:57.804501
uid://A002/Xa2300a/Xa8a,DV17,CalData_12,0.00147230324393,2015-06-04 02:18:57.804501
uid://A002/Xa2300a/Xa8a,DV19,CalData_12,0.00150615678364,2015-06-04 02:18:57.804501
uid://A002/Xa2300a/Xa8a,DV20,CalData_12,0.00141095570505,2015-06-04 02:18:57.804501
uid://A002/Xa2300a/Xa8a,DV25,CalData_12,0.00145900565598,2015-06-04 02:18:57.804501
uid://A002/Xa2300a/Xa8a,DV24,CalData_12,0.00146493515829,2015-06-04 02:18:57.804501
uid://A002/Xa2300a/Xa8a,DV23,CalData_12,0.00147879424305,2015-06-04 02:18:57.804501
uid://A002/Xa2300a/Xa8a,DA55,CalData_12,0.00145780390247,2015-06-04 02:18:57.804501
uid://A002/Xa2300a/Xa8a,DA57,CalData_12,0.00144903329033,2015-06-04 02:18:57.804501
uid://A002/Xa2300a/Xa8a,DA53,CalData_12,0.00146352953172,2015-06-04 02:18:57.804501
uid://A002/Xa2300a/Xa8a,DA60,CalData_12,0.00139911235247,2015-06-04 02:18:57.804501
uid://A002/Xa2300a/Xa8a,DV13,CalData_12,0.00149921830133,2015-06-04 02:18:57.804501
uid://A002/Xa2300a/Xa8a,DV12,CalData_12,0.00146276104676,2015-06-04 02:18:57.804501
uid://A002/Xa2300a/Xa8a,DV11,CalData_12,0.00144484476623,2015-06-04 02:18:57.804501
uid://A002/Xa2300a/Xa8a,DV10,CalData_12,0.00147236701904,2015-06-04 02:18:57.804501
uid://A002/Xa2300a/Xa8a,DV07,CalData_12,0.0014312300116,2015-06-04 02:18:57.804501
uid://A002/Xa2300a/Xa8a,DV05,CalData_12,0.00146817816715,2015-06-04 02:18:57.804501
uid://A002/Xa2300a/Xa8a,DA59,CalData_12,0.00222361543468,2015-06-04 02:18:57.804501
uid://A002/Xa2300a/Xa8a,DA64,CalData_12,0.00146397198,2015-06-04 02:18:57.804501
uid://A002/Xa2300a/Xa8a,DV01,CalData_12,0.00150069749968,2015-06-04 02:18:57.804501
uid://A002/Xa2300a/Xa8a,DV21,CalData_12,0.00143416137124,2015-06-04 02:18:57.804501
