OBSPROJECT_UID,CODE,PRJ_LETTER_GRADE,PRJ_STATUS,isCycle2,SB_UID,SG_ID,OUS_ID,sbName,sbStatusXml,repfreq,band,array,RA,DEC,minAR_ot,maxAR_ot,execount,isPolarization,maxPWVC,array12mType,AR,LAS,minArrayAR,maxArrayAR,AR100GHz,LAS100GHz,minArrayAR100GHz,maxArrayAR100GHz,C34_1,C34_2,C34_3,C34_4,C34_5,C34_6,C34_7,allowed12m,corr_allowed12m,phase,SB_ETC_exec,observed,SB_ETC_total,SB_ETC_remain,LST,bestconf,SB_STATE
uid://A001/Xa0/Xa0f,2012.1.00453.S,B,InProgress,False,uid://A002/X6b0cc1/X49,uid://A001/Xa0/Xa0f_1,X1488300349,Arp220_B6_low_5,Ready,218.50862484537885,ALMA_RB_06,TWELVE-M,233.73862916666667,23.50291111111111,0.0,0.0,1,False,1.2000000476837158,Ext,0.5,3.0,0.23353673273386613,0.55,0.9166763759308094,5.5000582555848565,0.42815521161840486,1.0083440135238904,0,0,0,0,1,1,0,2,2,II,0.5279250440601282,1.0,0.5279250440601282,0.0,15,C34-5,Suspended
